date,platform,content_type,reach,likes,comments,shares,saves,engagement_rate,day_of_week,hour,month,month_num
2024-07-05,TikTok,Product showcase,33031,820,60,53,91,2.82,Friday,9,Jul,7
2024-07-06,TikTok,Influencer collab,42193,1971,151,100,135,5.27,Saturday,11,Jul,7
2024-07-06,Instagram,Product showcase,8196,207,15,11,12,2.84,Saturday,18,Jul,7
2024-07-06,Twitter,Influencer collab,2552,171,13,6,11,7.45,Saturday,14,Jul,7
2024-07-07,Twitter,Brand story,1696,110,8,6,12,7.31,Sunday,8,Jul,7
2024-07-07,Instagram,Behind the scenes,11654,862,67,26,97,8.19,Sunday,13,Jul,7
2024-07-08,Instagram,Product showcase,8982,297,21,18,37,3.74,Monday,15,Jul,7
2024-07-08,Twitter,Campaign launch,15212,969,73,37,84,7.09,Monday,10,Jul,7
2024-07-08,Instagram,Campaign launch,16263,373,20,14,17,2.5,Monday,10,Jul,7
2024-07-08,Instagram,Behind the scenes,8250,386,32,6,31,5.14,Monday,14,Jul,7
2024-07-09,Instagram,Product showcase,7081,228,16,4,10,3.5,Tuesday,18,Jul,7
2024-07-09,TikTok,Product showcase,43484,1281,96,48,93,3.28,Tuesday,8,Jul,7
2024-07-10,Instagram,Brand story,5628,242,20,13,30,4.89,Wednesday,11,Jul,7
2024-07-10,Instagram,Influencer collab,7100,484,38,31,70,7.79,Wednesday,12,Jul,7
2024-07-10,Twitter,Behind the scenes,3544,102,8,2,15,3.16,Wednesday,13,Jul,7
2024-07-12,TikTok,Product showcase,20658,152,13,6,17,0.83,Friday,17,Jul,7
2024-07-13,TikTok,Behind the scenes,84546,4393,256,111,420,5.63,Saturday,9,Jul,7
2024-07-14,Instagram,Behind the scenes,7350,496,17,8,62,7.09,Sunday,13,Jul,7
2024-07-16,Twitter,Brand story,5067,162,12,4,18,3.51,Tuesday,8,Jul,7
2024-07-16,Twitter,Behind the scenes,2035,92,4,6,11,5.01,Tuesday,13,Jul,7
2024-07-16,Instagram,Campaign launch,8856,375,34,23,49,4.88,Tuesday,7,Jul,7
2024-07-17,Instagram,Behind the scenes,8095,388,24,22,35,5.36,Wednesday,9,Jul,7
2024-07-19,Instagram,Influencer collab,29070,1945,93,90,127,7.32,Friday,10,Jul,7
2024-07-19,Instagram,Campaign launch,4545,133,10,7,21,3.3,Friday,16,Jul,7
2024-07-20,Twitter,Campaign launch,2055,79,7,3,12,4.33,Saturday,10,Jul,7
2024-07-21,Twitter,Product showcase,6445,268,8,5,27,4.36,Sunday,20,Jul,7
2024-07-22,TikTok,Influencer collab,13906,1155,103,53,185,9.43,Monday,18,Jul,7
2024-07-24,TikTok,Influencer collab,53052,3109,239,74,432,6.45,Wednesday,12,Jul,7
2024-07-25,Twitter,Campaign launch,2586,132,12,7,10,5.84,Thursday,14,Jul,7
2024-07-26,Twitter,Product showcase,1176,30,1,1,2,2.72,Friday,10,Jul,7
2024-07-26,Instagram,Product showcase,11592,436,34,9,69,4.13,Friday,11,Jul,7
2024-07-26,Instagram,Campaign launch,10245,624,23,17,68,6.48,Friday,9,Jul,7
2024-07-31,Instagram,Campaign launch,16209,601,57,15,57,4.15,Wednesday,12,Jul,7
2024-08-01,TikTok,Behind the scenes,15117,856,35,60,95,6.29,Thursday,17,Aug,8
2024-08-02,Twitter,Behind the scenes,2911,157,13,11,11,6.22,Friday,12,Aug,8
2024-08-02,TikTok,Behind the scenes,28384,744,48,52,103,2.97,Friday,10,Aug,8
2024-08-02,TikTok,Brand story,23144,930,78,54,53,4.59,Friday,14,Aug,8
2024-08-03,Instagram,Product showcase,9317,151,14,6,9,1.84,Saturday,12,Aug,8
2024-08-04,Instagram,Product showcase,23288,695,39,28,99,3.27,Sunday,16,Aug,8
2024-08-05,TikTok,Brand story,8813,579,31,25,105,7.21,Monday,12,Aug,8
2024-08-05,Instagram,Behind the scenes,15753,913,83,43,164,6.6,Monday,10,Aug,8
2024-08-05,Instagram,Influencer collab,11148,600,32,37,78,6.0,Monday,10,Aug,8
2024-08-05,TikTok,Product showcase,54495,2060,203,72,347,4.28,Monday,18,Aug,8
2024-08-07,Instagram,Campaign launch,4793,249,21,13,17,5.9,Wednesday,15,Aug,8
2024-08-07,TikTok,Influencer collab,38234,2569,267,123,136,7.74,Wednesday,14,Aug,8
2024-08-07,Instagram,Brand story,19042,749,81,53,145,4.64,Wednesday,13,Aug,8
2024-08-09,Instagram,Product showcase,9076,97,10,7,11,1.26,Friday,12,Aug,8
2024-08-09,Twitter,Brand story,2768,135,6,4,18,5.24,Friday,16,Aug,8
2024-08-10,TikTok,Brand story,21840,640,37,15,92,3.17,Saturday,9,Aug,8
2024-08-10,Instagram,Product showcase,13634,510,44,38,82,4.34,Saturday,10,Aug,8
2024-08-11,Instagram,Product showcase,12360,339,36,21,46,3.2,Sunday,16,Aug,8
2024-08-12,Instagram,Campaign launch,12030,677,67,24,88,6.38,Monday,10,Aug,8
2024-08-12,Twitter,Product showcase,2564,117,5,7,12,5.03,Monday,11,Aug,8
2024-08-12,Twitter,Brand story,3680,144,10,6,9,4.35,Monday,14,Aug,8
2024-08-13,Instagram,Product showcase,12774,376,36,12,25,3.32,Tuesday,7,Aug,8
2024-08-14,Instagram,Brand story,4132,227,12,8,36,5.98,Wednesday,10,Aug,8
2024-08-14,TikTok,Influencer collab,41559,2288,130,69,359,5.98,Wednesday,17,Aug,8
2024-08-16,TikTok,Behind the scenes,21790,1167,87,38,219,5.93,Friday,12,Aug,8
2024-08-17,Instagram,Brand story,6655,355,24,16,43,5.94,Saturday,9,Aug,8
2024-08-18,Instagram,Campaign launch,14621,708,34,20,45,5.21,Sunday,16,Aug,8
2024-08-18,TikTok,Influencer collab,30277,1612,182,50,213,6.09,Sunday,17,Aug,8
2024-08-18,Instagram,Product showcase,5619,269,24,13,14,5.45,Sunday,18,Aug,8
2024-08-18,TikTok,Product showcase,47961,2467,171,84,250,5.68,Sunday,18,Aug,8
2024-08-20,Instagram,Campaign launch,13213,634,63,43,44,5.6,Tuesday,15,Aug,8
2024-08-20,TikTok,Behind the scenes,9097,536,28,14,69,6.35,Tuesday,9,Aug,8
2024-08-20,Instagram,Behind the scenes,3181,114,5,4,13,3.87,Tuesday,20,Aug,8
2024-08-20,TikTok,Brand story,20837,1021,108,24,157,5.53,Tuesday,13,Aug,8
2024-08-21,Instagram,Product showcase,4315,139,9,9,21,3.64,Wednesday,18,Aug,8
2024-08-23,TikTok,Product showcase,12970,612,58,22,92,5.34,Friday,17,Aug,8
2024-08-24,TikTok,Product showcase,14554,582,30,37,96,4.46,Saturday,19,Aug,8
2024-08-24,TikTok,Behind the scenes,7087,315,35,23,22,5.26,Saturday,11,Aug,8
2024-08-24,Instagram,Behind the scenes,11515,730,32,24,116,6.83,Saturday,16,Aug,8
2024-08-25,Instagram,Influencer collab,5598,366,34,8,27,7.29,Sunday,15,Aug,8
2024-08-25,Instagram,Behind the scenes,4620,306,20,24,42,7.58,Sunday,10,Aug,8
2024-08-26,TikTok,Brand story,50077,2032,115,50,170,4.39,Monday,16,Aug,8
2024-08-27,Instagram,Behind the scenes,7271,148,8,3,15,2.19,Tuesday,18,Aug,8
2024-08-28,TikTok,Campaign launch,25139,2362,234,177,376,11.03,Wednesday,11,Aug,8
2024-08-29,Instagram,Campaign launch,4954,248,18,6,24,5.49,Thursday,7,Aug,8
2024-08-30,TikTok,Brand story,22657,848,76,56,57,4.33,Friday,8,Aug,8
2024-08-31,Instagram,Campaign launch,8182,329,20,11,24,4.4,Saturday,13,Aug,8
2024-09-02,Instagram,Behind the scenes,9383,516,26,36,38,6.16,Monday,19,Sep,9
2024-09-02,Twitter,Behind the scenes,3555,235,21,9,35,7.45,Monday,14,Sep,9
2024-09-03,Instagram,Product showcase,4479,98,9,2,7,2.43,Tuesday,16,Sep,9
2024-09-03,Twitter,Campaign launch,1779,60,2,2,10,3.6,Tuesday,11,Sep,9
2024-09-03,TikTok,Product showcase,52125,1192,95,90,183,2.64,Tuesday,11,Sep,9
2024-09-06,TikTok,Campaign launch,43236,3211,253,73,446,8.18,Friday,7,Sep,9
2024-09-06,Instagram,Product showcase,12429,390,26,10,20,3.43,Friday,15,Sep,9
2024-09-08,Instagram,Campaign launch,15395,469,28,37,65,3.47,Sunday,15,Sep,9
2024-09-08,TikTok,Behind the scenes,25973,2094,120,125,122,9.01,Sunday,13,Sep,9
2024-09-08,Instagram,Campaign launch,3003,124,10,8,20,4.73,Sunday,15,Sep,9
2024-09-08,Instagram,Influencer collab,23835,803,39,49,101,3.74,Sunday,12,Sep,9
2024-09-09,Instagram,Product showcase,6942,258,23,12,44,4.22,Monday,11,Sep,9
2024-09-09,TikTok,Brand story,46200,1784,133,85,153,4.33,Monday,13,Sep,9
2024-09-10,Instagram,Brand story,5147,231,13,6,15,4.86,Tuesday,12,Sep,9
2024-09-10,TikTok,Campaign launch,20491,776,83,28,116,4.33,Tuesday,10,Sep,9
2024-09-10,Instagram,Brand story,11217,321,24,14,23,3.2,Tuesday,9,Sep,9
2024-09-11,TikTok,Influencer collab,31721,2345,190,95,225,8.29,Wednesday,11,Sep,9
2024-09-11,Twitter,Campaign launch,2500,86,7,3,13,3.84,Wednesday,14,Sep,9
2024-09-12,Instagram,Campaign launch,6472,261,20,7,36,4.45,Thursday,10,Sep,9
2024-09-13,TikTok,Influencer collab,30406,1436,106,103,193,5.41,Friday,15,Sep,9
2024-09-13,TikTok,Influencer collab,23692,1125,50,37,174,5.12,Friday,10,Sep,9
2024-09-14,TikTok,Behind the scenes,17083,1185,80,81,93,7.88,Saturday,14,Sep,9
2024-09-15,Twitter,Product showcase,2867,21,1,0,1,0.77,Sunday,12,Sep,9
2024-09-15,TikTok,Influencer collab,14276,1084,49,61,196,8.36,Sunday,12,Sep,9
2024-09-16,TikTok,Brand story,13462,677,32,46,55,5.61,Monday,11,Sep,9
2024-09-17,TikTok,Behind the scenes,12497,423,42,22,48,3.9,Tuesday,16,Sep,9
2024-09-18,Instagram,Product showcase,4732,108,7,8,15,2.6,Wednesday,10,Sep,9
2024-09-19,TikTok,Brand story,17860,877,77,34,88,5.53,Thursday,14,Sep,9
2024-09-20,Twitter,Product showcase,5766,153,9,8,26,2.95,Friday,10,Sep,9
2024-09-20,Instagram,Campaign launch,5807,148,11,3,24,2.79,Friday,17,Sep,9
2024-09-20,TikTok,Product showcase,86074,3870,420,196,744,5.21,Friday,19,Sep,9
2024-09-20,TikTok,Brand story,16145,843,58,42,49,5.84,Friday,10,Sep,9
2024-09-21,Instagram,Influencer collab,23727,1202,81,58,161,5.65,Saturday,14,Sep,9
2024-09-23,TikTok,Influencer collab,39240,2919,320,128,401,8.58,Monday,12,Sep,9
2024-09-24,Instagram,Campaign launch,5230,374,32,28,68,8.3,Tuesday,18,Sep,9
2024-09-24,TikTok,Product showcase,48070,1202,79,40,191,2.75,Tuesday,13,Sep,9
2024-09-25,TikTok,Influencer collab,23709,1079,97,47,208,5.16,Wednesday,15,Sep,9
2024-09-26,Instagram,Influencer collab,12571,886,53,59,133,7.94,Thursday,9,Sep,9
2024-09-27,TikTok,Product showcase,18495,1006,89,52,152,6.2,Friday,14,Sep,9
2024-09-27,TikTok,Campaign launch,13768,579,38,20,60,4.63,Friday,11,Sep,9
2024-09-27,TikTok,Brand story,19626,228,21,17,36,1.36,Friday,13,Sep,9
2024-09-27,TikTok,Brand story,32944,1752,113,128,191,6.05,Friday,9,Sep,9
2024-09-28,Twitter,Behind the scenes,6588,276,21,5,31,4.58,Saturday,12,Sep,9
2024-09-29,Instagram,Campaign launch,5427,279,26,11,45,5.82,Sunday,9,Sep,9
2024-09-30,TikTok,Product showcase,36337,959,47,27,115,2.84,Monday,10,Sep,9
2024-10-01,Twitter,Product showcase,1467,79,6,2,13,5.93,Tuesday,18,Oct,10
2024-10-03,TikTok,Brand story,26153,1200,48,68,217,5.03,Thursday,13,Oct,10
2024-10-03,Instagram,Influencer collab,7211,497,35,21,91,7.67,Thursday,17,Oct,10
2024-10-03,Instagram,Brand story,12139,655,29,38,61,5.95,Thursday,11,Oct,10
2024-10-04,Twitter,Campaign launch,1721,123,14,4,22,8.19,Friday,12,Oct,10
2024-10-05,Twitter,Influencer collab,2283,164,9,7,16,7.88,Saturday,17,Oct,10
2024-10-06,Twitter,Product showcase,2816,145,16,10,12,6.07,Sunday,11,Oct,10
2024-10-06,TikTok,Behind the scenes,39754,1213,56,92,224,3.42,Sunday,10,Oct,10
2024-10-06,Twitter,Product showcase,4885,166,18,3,28,3.83,Sunday,14,Oct,10
2024-10-06,Instagram,Influencer collab,9301,471,26,20,69,5.56,Sunday,10,Oct,10
2024-10-06,Twitter,Influencer collab,659,39,1,0,5,6.07,Sunday,10,Oct,10
2024-10-07,Instagram,Campaign launch,8861,402,26,25,69,5.11,Monday,15,Oct,10
2024-10-09,Instagram,Influencer collab,3438,161,15,9,14,5.38,Wednesday,10,Oct,10
2024-10-09,Twitter,Influencer collab,7097,534,49,18,40,8.47,Wednesday,11,Oct,10
2024-10-09,Instagram,Influencer collab,6575,430,19,31,82,7.3,Wednesday,12,Oct,10
2024-10-10,Instagram,Campaign launch,9158,298,23,12,47,3.64,Thursday,17,Oct,10
2024-10-10,Twitter,Product showcase,3123,72,7,4,13,2.66,Thursday,10,Oct,10
2024-10-10,Twitter,Behind the scenes,1730,88,8,6,13,5.9,Thursday,12,Oct,10
2024-10-11,Instagram,Influencer collab,11421,398,36,8,79,3.87,Friday,11,Oct,10
2024-10-12,Twitter,Campaign launch,1560,69,5,1,7,4.81,Saturday,16,Oct,10
2024-10-12,Instagram,Campaign launch,16704,848,48,29,165,5.54,Saturday,15,Oct,10
2024-10-14,Instagram,Campaign launch,7057,388,23,29,75,6.23,Monday,11,Oct,10
2024-10-14,Twitter,Brand story,2400,71,5,3,10,3.29,Monday,18,Oct,10
2024-10-15,Instagram,Campaign launch,3816,217,25,4,23,6.45,Tuesday,11,Oct,10
2024-10-15,Instagram,Product showcase,9212,326,15,9,47,3.8,Tuesday,10,Oct,10
2024-10-15,Instagram,Influencer collab,5984,388,37,24,40,7.5,Tuesday,15,Oct,10
2024-10-16,TikTok,Campaign launch,19068,1021,122,44,112,6.23,Wednesday,11,Oct,10
2024-10-16,Twitter,Brand story,6214,270,30,9,36,4.97,Wednesday,16,Oct,10
2024-10-19,Twitter,Brand story,2567,51,2,3,3,2.18,Saturday,9,Oct,10
2024-10-20,Instagram,Campaign launch,6775,390,26,29,34,6.57,Sunday,12,Oct,10
2024-10-20,Twitter,Brand story,7443,302,15,21,42,4.54,Sunday,8,Oct,10
2024-10-21,Twitter,Influencer collab,7530,471,32,19,67,6.93,Monday,12,Oct,10
2024-10-22,TikTok,Behind the scenes,43754,1594,174,67,217,4.19,Tuesday,11,Oct,10
2024-10-24,Instagram,Product showcase,5253,212,17,15,22,4.64,Thursday,11,Oct,10
2024-10-25,TikTok,Campaign launch,29809,1931,222,50,162,7.39,Friday,11,Oct,10
2024-10-27,Instagram,Brand story,3770,137,11,3,24,4.01,Sunday,14,Oct,10
2024-10-28,TikTok,Product showcase,19845,671,67,25,39,3.84,Monday,9,Oct,10
2024-10-30,Instagram,Brand story,2910,159,14,4,27,6.08,Wednesday,15,Oct,10
2024-10-30,TikTok,Influencer collab,34243,1299,145,90,143,4.48,Wednesday,20,Oct,10
2024-10-30,Instagram,Influencer collab,11223,612,59,23,60,6.18,Wednesday,12,Oct,10
2024-10-30,Instagram,Behind the scenes,25722,1211,111,62,86,5.38,Wednesday,10,Oct,10
2024-10-30,Twitter,Behind the scenes,3727,231,24,15,25,7.24,Wednesday,17,Oct,10
2024-10-31,TikTok,Brand story,41960,2256,194,159,155,6.22,Thursday,18,Oct,10
2024-11-01,TikTok,Product showcase,31300,150,7,3,6,0.51,Friday,10,Nov,11
2024-11-02,Instagram,Influencer collab,9340,510,46,16,66,6.12,Saturday,14,Nov,11
2024-11-02,TikTok,Brand story,34936,2185,106,46,253,6.69,Saturday,10,Nov,11
2024-11-03,Instagram,Campaign launch,13230,572,36,28,71,4.81,Sunday,8,Nov,11
2024-11-03,TikTok,Influencer collab,12450,705,22,37,41,6.14,Sunday,11,Nov,11
2024-11-04,Instagram,Campaign launch,14593,500,24,30,59,3.8,Monday,9,Nov,11
2024-11-05,Instagram,Brand story,7569,148,10,2,18,2.11,Tuesday,17,Nov,11
2024-11-05,TikTok,Influencer collab,49504,3246,280,67,254,7.26,Tuesday,12,Nov,11
2024-11-06,TikTok,Brand story,16588,569,25,26,43,3.74,Wednesday,15,Nov,11
2024-11-08,Twitter,Product showcase,3127,159,12,5,15,5.63,Friday,14,Nov,11
2024-11-09,Instagram,Influencer collab,45840,2658,210,66,172,6.4,Saturday,8,Nov,11
2024-11-09,TikTok,Influencer collab,29272,2277,185,50,165,8.58,Saturday,10,Nov,11
2024-11-10,Instagram,Product showcase,6113,84,5,3,9,1.5,Sunday,12,Nov,11
2024-11-11,Instagram,Campaign launch,8126,382,30,6,37,5.14,Monday,11,Nov,11
2024-11-11,Instagram,Campaign launch,7962,481,36,26,41,6.82,Monday,12,Nov,11
2024-11-12,Instagram,Behind the scenes,7577,427,13,22,18,6.1,Tuesday,16,Nov,11
2024-11-13,TikTok,Campaign launch,47582,2024,163,106,154,4.82,Wednesday,14,Nov,11
2024-11-13,Twitter,Product showcase,4317,128,11,5,17,3.34,Wednesday,11,Nov,11
2024-11-13,Twitter,Influencer collab,4495,234,12,9,16,5.67,Wednesday,11,Nov,11
2024-11-14,TikTok,Behind the scenes,35954,2700,226,127,159,8.49,Thursday,15,Nov,11
2024-11-15,Twitter,Campaign launch,3317,227,10,4,34,7.27,Friday,13,Nov,11
2024-11-16,Instagram,Product showcase,10497,447,32,11,43,4.67,Saturday,16,Nov,11
2024-11-17,Twitter,Brand story,2083,109,9,6,11,5.95,Sunday,17,Nov,11
2024-11-18,Twitter,Campaign launch,2093,104,7,4,8,5.49,Monday,12,Nov,11
2024-11-18,TikTok,Brand story,27142,1068,92,46,92,4.44,Monday,15,Nov,11
2024-11-19,Instagram,Behind the scenes,5761,365,14,11,15,6.77,Tuesday,13,Nov,11
2024-11-20,Instagram,Campaign launch,7241,317,10,7,41,4.61,Wednesday,12,Nov,11
2024-11-20,Instagram,Campaign launch,10589,338,12,6,23,3.36,Wednesday,19,Nov,11
2024-11-20,TikTok,Influencer collab,53718,2524,166,132,234,5.25,Wednesday,10,Nov,11
2024-11-21,Instagram,Brand story,5926,176,8,6,14,3.21,Thursday,15,Nov,11
2024-11-21,Instagram,Brand story,5314,117,10,6,7,2.5,Thursday,9,Nov,11
2024-11-22,TikTok,Campaign launch,41355,464,41,10,36,1.25,Friday,10,Nov,11
2024-11-22,Twitter,Product showcase,2639,48,3,2,5,2.01,Friday,17,Nov,11
2024-11-23,Twitter,Product showcase,7580,197,6,5,8,2.74,Saturday,10,Nov,11
2024-11-24,Instagram,Behind the scenes,5496,283,11,7,39,5.48,Sunday,10,Nov,11
2024-11-26,Instagram,Influencer collab,13023,724,59,31,50,6.25,Tuesday,11,Nov,11
2024-11-26,Twitter,Behind the scenes,10376,637,21,26,69,6.59,Tuesday,16,Nov,11
2024-12-01,Instagram,Brand story,16972,145,8,4,15,0.93,Sunday,9,Dec,12
2024-12-03,Instagram,Behind the scenes,4701,141,10,4,7,3.3,Tuesday,14,Dec,12
2024-12-03,TikTok,Behind the scenes,38259,2395,113,87,288,6.78,Tuesday,17,Dec,12
2024-12-03,TikTok,Behind the scenes,74737,5580,199,121,707,7.89,Tuesday,8,Dec,12
2024-12-05,Twitter,Brand story,6720,253,10,3,22,3.96,Thursday,12,Dec,12
2024-12-05,Instagram,Behind the scenes,18060,1186,44,53,150,7.1,Thursday,18,Dec,12
2024-12-05,Instagram,Brand story,4531,211,14,10,15,5.19,Thursday,10,Dec,12
2024-12-06,Instagram,Brand story,3729,196,5,10,24,5.66,Friday,12,Dec,12
2024-12-07,Twitter,Brand story,4458,223,8,7,11,5.34,Saturday,9,Dec,12
2024-12-07,Twitter,Behind the scenes,8146,390,11,15,16,5.11,Saturday,8,Dec,12
2024-12-07,Instagram,Product showcase,6615,132,9,3,11,2.18,Saturday,18,Dec,12
2024-12-08,TikTok,Brand story,151639,7425,529,361,602,5.48,Sunday,12,Dec,12
2024-12-09,Instagram,Behind the scenes,21808,1077,64,51,104,5.47,Monday,13,Dec,12
2024-12-09,Twitter,Brand story,5464,286,20,10,36,5.78,Monday,11,Dec,12
2024-12-10,TikTok,Brand story,59772,2394,121,123,255,4.41,Tuesday,13,Dec,12
2024-12-10,Twitter,Product showcase,5625,73,3,1,8,1.37,Tuesday,13,Dec,12
2024-12-11,Twitter,Influencer collab,5194,352,12,7,34,7.14,Wednesday,17,Dec,12
2024-12-11,TikTok,Brand story,24823,955,66,41,57,4.28,Wednesday,9,Dec,12
2024-12-11,Twitter,Brand story,5577,276,13,7,32,5.31,Wednesday,14,Dec,12
2024-12-11,Instagram,Influencer collab,15927,663,51,28,72,4.66,Wednesday,11,Dec,12
2024-12-11,TikTok,Behind the scenes,105384,3415,228,130,276,3.58,Wednesday,19,Dec,12
2024-12-13,Instagram,Campaign launch,14337,579,44,27,33,4.53,Friday,9,Dec,12
2024-12-14,Instagram,Brand story,11988,145,10,4,10,1.33,Saturday,13,Dec,12
2024-12-14,Instagram,Product showcase,18511,252,8,12,16,1.47,Saturday,12,Dec,12
2024-12-14,Instagram,Behind the scenes,27753,1426,42,47,177,5.46,Saturday,18,Dec,12
2024-12-14,Twitter,Brand story,2853,75,2,1,6,2.73,Saturday,11,Dec,12
2024-12-14,TikTok,Brand story,55110,1603,57,77,63,3.15,Saturday,15,Dec,12
2024-12-15,Instagram,Influencer collab,14236,859,48,25,70,6.55,Sunday,18,Dec,12
2024-12-16,Instagram,Behind the scenes,6099,472,29,22,55,8.58,Monday,17,Dec,12
2024-12-17,Instagram,Behind the scenes,15108,982,47,48,99,7.13,Tuesday,15,Dec,12
2024-12-17,TikTok,Influencer collab,49075,2881,107,49,267,6.19,Tuesday,9,Dec,12
2024-12-19,Instagram,Influencer collab,47376,2812,80,137,340,6.39,Thursday,9,Dec,12
2024-12-20,Twitter,Influencer collab,2976,171,9,3,12,6.15,Friday,9,Dec,12
2024-12-20,TikTok,Brand story,74419,2382,146,64,85,3.48,Friday,11,Dec,12
2024-12-22,Twitter,Brand story,4075,199,15,5,14,5.37,Sunday,9,Dec,12
2024-12-24,Twitter,Campaign launch,8433,493,18,12,65,6.2,Tuesday,17,Dec,12
2024-12-24,Instagram,Brand story,15070,921,57,12,93,6.57,Tuesday,11,Dec,12
2024-12-25,Instagram,Influencer collab,8122,574,30,29,74,7.79,Wednesday,11,Dec,12
2024-12-25,Instagram,Product showcase,5205,165,10,5,20,3.46,Wednesday,16,Dec,12
2024-12-25,Instagram,Campaign launch,9925,588,36,27,59,6.56,Wednesday,13,Dec,12
2024-12-25,Instagram,Behind the scenes,15267,669,20,21,24,4.65,Wednesday,14,Dec,12
2024-12-25,Instagram,Campaign launch,10017,333,17,13,19,3.62,Wednesday,10,Dec,12
2024-12-29,Instagram,Influencer collab,34948,2557,170,67,106,7.99,Sunday,10,Dec,12
2024-12-30,Instagram,Product showcase,26398,943,28,25,90,3.77,Monday,18,Dec,12
2024-12-30,TikTok,Behind the scenes,9568,618,42,32,45,7.23,Monday,10,Dec,12
